File,Annotation,Source_Link,Title,Subset
disabled16,1,https://www.bilibili.com/video/BV1Ne411C7ty/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,真正尊重残疾人，就要用正常人对待。,train
disabled17,0,https://www.bilibili.com/video/BV1H84y1N7YQ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人如何克服内心自卑，面对外界歧视。,train
disabled18,0,https://www.bilibili.com/video/BV1Bb411x7H5/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残障是一种怎样的体验｜关于歧视和刻板印象|我爱残障学,train
disabled19,0,https://www.bilibili.com/video/BV1f142147ZM/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,对待残疾人群应当表示平等与接纳的心态拒绝歧视心理,train
disabled20,0,https://www.bilibili.com/video/BV1Th4y137VH/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国为何看不到盲人出门，这个视频就是答案,test
disabled21,0,https://www.bilibili.com/video/BV1zD4y1c7Jg/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,导盲犬去超市被拒，工作人员说不行！今天是国际残疾人日，您愿意跟导盲犬同在公共场合吗？,train
disabled22,0,https://www.bilibili.com/video/BV1Rx4y1U7Cx/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,他没有了双臂，却被工作人员告知，你必须证明你是残疾人！大型纪录片《残疾证》,train
disabled23,0,https://www.bilibili.com/video/BV1zH4y1L71e/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人工作会被歧视么？作为残疾人的我回答是：会的！并不是所有东西都是美好的！而现实是很残酷的！只要是是一个普通残疾人生活没有那么容易的！只要你勇敢坚强一点会挺过,test
disabled24,0,https://www.bilibili.com/video/BV1eh4y1477z/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【对话】自己作为残疾人，如何看待残疾人群体？,train
disabled25,0,https://www.bilibili.com/video/BV1sR4y1F7mC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,儿子参军十年回来一是残疾人 ！,test
disabled26,0,https://www.bilibili.com/video/BV1rT4y1T7JY/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,精神残疾远比身体残疾要更可怕,test
disabled27,0,https://www.bilibili.com/video/BV1124y1z7xa/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“你们残疾人没人陪就别出门，净给社会添乱”，人性恶毒不过如此,train
disabled28,0,https://www.bilibili.com/video/BV1Z7421R7fB/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人不存在,train
disabled29,0,https://www.bilibili.com/video/BV13V411u7Mn/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾小伙用双手爬行养羊供妹妹读书，感动无数人,train
disabled30,0,https://www.bilibili.com/video/BV1GY411T7Cj/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【冷水财经】中国有8500万残障人士，为什么生活中很少看到他们？,test
disabled31,0,https://www.bilibili.com/video/BV1DU411U72J/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,大型纪录片《没胳膊不算残疾人》持续为你播出！！！！！！！！！,train
disabled32,0,https://www.bilibili.com/video/BV1Vt411j7v1/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,张海迪：让残疾孩子接受和健康孩子一样的教育,test
disabled33,0,https://www.bilibili.com/video/BV1SN4y1b7Wd/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,感觉社会对残疾人的关爱和尊重,train
disabled34,0,https://www.bilibili.com/video/BV1h1421t7KQ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,导盲犬和轮椅同时出现在地铁的暖心一幕 是千分之一概率的巧合，还是无障碍进步的真实映照？,train
disabled35,0,https://www.bilibili.com/video/BV19t4y137EZ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,8岁独臂男孩想进残奥队拿冠军 “世界以痛吻我，我却报之以歌”,train
disabled36,0,https://www.bilibili.com/video/BV1XT4y1B7iq/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我国有8500万残疾人，请给Ta更多尊重！,test
disabled37,0,https://www.bilibili.com/video/BV1mS4y1U7s8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人分享视频害怕网络暴力，拉黑唯一的朋友，网上请尊重别人的隐私,train
disabled38,0,https://www.bilibili.com/video/BV1pT4y1q7iH/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残障人士和健全人的爱情是这样的,train
disabled39,0,https://www.bilibili.com/video/BV1o3411b73u/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,身体残疾给我带来了哪些影响，肢体残疾是一种怎样的体验！来自小儿麻痹患者的实话实说,train
disabled40,0,https://www.bilibili.com/video/BV1aL4y1J76n/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我是一个脑瘫患者，请大家尊重每一个残疾人 在这里，谢谢大家,train
disabled41,0,https://www.bilibili.com/video/BV1rL4y1T7zg/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,请勿歧视残疾人，多关爱他们让世间充满温暖和爱！,train
disabled42,0,https://www.bilibili.com/video/BV1p3411p7kN/?spm_id_from=autoNext&vd_source=6374cb49b8a20f29e86ab9de12471afa,一路坎坷感谢粉丝，作为妈妈为的是家庭和孩子，之所以停更，只为在逆风中砥砺前行。,train
disabled43,0,https://www.bilibili.com/video/BV1sM411y7EK/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不幸的家庭，母亲是盲人，父亲腿脚残疾，儿子患有脑瘫,train
disabled44,0,https://www.bilibili.com/video/BV1p24y1k74Y/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,一想到残疾人，你会想到什么？,train
disabled45,0,https://www.bilibili.com/video/BV1EN411s7ab/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,格外关心、格外关注 总书记关心残疾人的温情瞬间,test
disabled46,0,https://www.bilibili.com/video/BV1R94y1A7Aw/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我不想做残疾人,train
disabled47,0,https://www.bilibili.com/video/BV1hP411n7Wu/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“我就是残疾人！！！”,test
disabled48,0,https://www.bilibili.com/video/BV1hL411N7yg/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,爷爷的这一番话，说出了多少农村留守老人的心声！,train
disabled49,0,https://www.bilibili.com/video/BV18a411f7bq/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人不配拥有爱情,train
disabled50,0,https://www.bilibili.com/video/BV1Yw411Q74w/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,太恶劣！民警酒后殴打智力残疾人士,train
disabled51,0,https://www.bilibili.com/video/BV1EN4y117bU/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾夫妻虽然穷，被人看不起，却依然快乐地生活,train
disabled52,0,https://www.bilibili.com/video/BV1dt4y1b7od/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,无臂女孩杨莉：用脚写字考上大学，身残志坚创业逆袭成千万网红,train
disabled53,0,https://www.bilibili.com/video/BV1LY4y1K7pX/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我是残疾人，也是普通人。（个人角度浅谈对残障人士的偏见与歧视）,train
disabled54,0,https://www.bilibili.com/video/BV1v34y1R7YC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国有8500多万残疾人，和姓王的人数相近，但你却看不见他们......,train
disabled55,0,https://www.bilibili.com/video/BV1yM41167g1/?spm_id_from=333.788.recommend_more_video.1&vd_source=6374cb49b8a20f29e86ab9de12471afa,「国际残疾人日」公益广告片｜那些被忽略的他们，也需要你的关爱,train
disabled56,0,https://www.bilibili.com/video/BV1Jv4y1P7t2/?spm_id_from=333.788.recommend_more_video.1&vd_source=6374cb49b8a20f29e86ab9de12471afa,【公益广告】盲道——为盲人让道,test
disabled57,0,https://www.bilibili.com/video/BV1cD421J73g/?spm_id_from=333.337.search-card.all.click,聊聊残疾人坐轮椅,train
disabled58,0,https://www.bilibili.com/video/BV1KY4y1F7v6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,两个残障孩子的对话 希望命运能对他们公平一点点,train
disabled59,0,https://www.bilibili.com/video/BV1Rm4y1d7oT/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,虽然他智商像个孩子 但是做出来的事儿让我惊讶......,train
disabled60,0,https://www.bilibili.com/video/BV1S2421w7Gw/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【好好活着一个残疾人】Up主探索中，欢迎收看求三连！,test
disabled61,0,https://www.bilibili.com/video/BV1FM41127pC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,全是智障工人的洗车行，被举报虐待残疾人，可他们洗的车最干净,test
disabled62,0,https://www.bilibili.com/video/BV1eg4y1n7YG/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,00后小伙19年残疾史受尽折磨，幸遇良医终如愿直立行走（终）,test
disabled63,0,https://www.bilibili.com/video/BV1rvgKezEqi/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,可怜之人必有可恨之处。,train
disabled64,0,https://www.bilibili.com/video/BV1zt421b7mi/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,真的有公司会招残疾人吗独居深漂脑瘫女孩,train
disabled65,0,https://www.bilibili.com/video/BV1S4421U7zL/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,能不能放我们残疾人一马？,train
disabled66,0,https://www.bilibili.com/video/BV1td4y1b75Z/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾女孩干倒了三家公司！是人性的扭曲还是道德的沦丧？,train
disabled67,0,https://www.bilibili.com/video/BV1Ct4y1G7Z2/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,陌生人的一句关心，真的很暖,test
disabled68,0,https://www.bilibili.com/video/BV12V4y1d735/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,也许这就是文明社会吧！最大程度上给予残障人士关怀和支持,train
disabled69,0,https://www.bilibili.com/video/BV1n34y1R7vC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,他们被苦痛吻过仍然报之以歌,train
disabled70,1,###Privacy Limitation###,###Privacy Limitation###,train
disabled71,1,https://www.bilibili.com/video/BV1vi4y197Kb/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人去餐厅被歧视对待，怎料她的身份不一般，这下餐厅惨了,train
disabled72,1,https://www.bilibili.com/video/BV12b421h7U2/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我车停在残疾人车位 女子过来大骂说是她的专属车位,train
disabled73,1,https://www.bilibili.com/video/BV1oe411H79z/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,把残疾人当正常人对待，就是对他最大的尊重,train
disabled74,1,https://www.bilibili.com/video/BV1BR4y1Q7vF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾小伙去面试，却惨遭歧视羞辱。,train
disabled75,1,https://www.bilibili.com/video/BV1dM411t7zd/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,这个世界对残疾人就是残酷！,train
disabled76,1,https://www.bilibili.com/video/BV1pg411B76c/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人就应该被歧视？！三观不正，如何做事？,train
disabled77,1,https://www.bilibili.com/video/BV1TP411T7gk/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,对待残疾人最大的尊重和善意不是同情，而是不要特殊对待,train
disabled78,1,https://www.bilibili.com/video/BV1T5v1e9EDY/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,贾玲俩眼一整就是干,train
disabled79,1,https://www.bilibili.com/video/BV1mg411z7P1/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,孕妇坐公交车，没有一个人愿意让座，好心的残疾人终得好报,train
disabled80,1,###Privacy Limitation###,###Privacy Limitation###,train
disabled81,1,https://www.bilibili.com/video/BV1ay421i7UP/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,千万别欺负残疾人，后果你惹不起!,test
disabled82,1,https://www.bilibili.com/video/BV1WQ4y1c7iH/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女孩踢走老人拐杖,test
disabled83,0,https://www.bilibili.com/video/BV1pw411p7dv/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【中日双语】中国残障人士现状。出行障碍重重，社会对他们的关心依然比较低，出门需要很大的勇气。北京残障人士洛洛「我的梦想是开一个无障碍交流的咖啡厅」,test
disabled84,0,https://www.bilibili.com/video/BV1V3411t7NJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾证有这么多好处你不知道吗？,test
disabled85,0,https://www.bilibili.com/video/BV1AB421z7PU/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国有8500万残疾人，为什么你很少在街上看到他们？,train
disabled86,0,https://www.bilibili.com/video/BV1He4y1q7Mi/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人找工作现状。,train
disabled87,0,https://www.bilibili.com/video/BV1YT411E7pj/?spm_id_from=333.788.recommend_more_video.0&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人就业宣传片,train
disabled88,0,https://www.bilibili.com/video/BV1d34y1U71R/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,9.3分神作，对残疾人，不怜悯就是最大的尊重（第3/3集）,test
disabled89,0,https://www.bilibili.com/video/BV1xD4y1274F/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,网络上援助她五年了，今天第一次去我的脑瘫妹妹家，她笑的很开心，但我心里不是滋味,test
disabled90,0,###Privacy Limitation###,###Privacy Limitation###,train
disabled91,0,https://www.bilibili.com/video/BV1pF411X7DE/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,身为残疾人，我们到底要不要接受别人的帮助？,test
disabled92,0,https://www.bilibili.com/video/BV19N41147iF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,是不是我内心太敏感了？可是残疾人也是人,train
disabled93,0,https://www.bilibili.com/video/BV1cC4y1E7br/?spm_id_from=333.788.recommend_more_video.1&vd_source=6374cb49b8a20f29e86ab9de12471afa,灵魂残缺比身体残缺更可怕,train
disabled94,0,https://www.bilibili.com/video/BV1ce41117qV/?spm_id_from=333.788.recommend_more_video.2&vd_source=6374cb49b8a20f29e86ab9de12471afa,你觉得残疾人的最终归宿又是哪,train
disabled95,0,https://www.bilibili.com/video/BV1524y1t7c6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“他从来没有把我当作过残疾人！”,train
disabled96,0,https://www.bilibili.com/video/BV1RD4y1g7UD/?spm_id_from=333.788.recommend_more_video.4&vd_source=6374cb49b8a20f29e86ab9de12471afa,从现在开始，别留下遗憾！,train
disabled97,0,https://www.bilibili.com/video/BV1aR4y1N7sZ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,身体残疾，不是我愿意的，生来如此，我只能积极面对，爱你努力生活,train
disabled98,0,https://www.bilibili.com/video/BV1aB4y1D7yx/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,打破了人们对残疾人生活的刻板印象,train
disabled99,0,https://www.bilibili.com/video/BV1jG411p7ze/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,全家接力12年将残障孩子背入大学,test
disabled100,0,https://www.bilibili.com/video/BV1rv411u7HJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,关爱残疾人公益宣传短片《大学无声胜有声》,test
disabled101,0,https://www.bilibili.com/video/BV1X3411t7Wn/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,8/8其实绝大多数残疾朋友内心很单纯可爱，但也很自卑，他想帮助更多的残疾人就业和创业,train
disabled102,0,https://www.bilibili.com/video/BV1JM4y1t7ko/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人就业,train
disabled103,0,https://www.bilibili.com/video/BV1v1421q7uG/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人出门，超绝偷感！好刺激！,train
disabled104,0,https://www.bilibili.com/video/BV1Ki421i7Jt/?spm_id_from=333.788&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人做了一年的全职博主了，但是我请问呢？,test
disabled105,0,https://www.bilibili.com/video/BV1ELe7exE8C/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,尽力而为，无怨无悔，一位残疾人少年的公益路！,test
disabled106,0,https://www.bilibili.com/video/BV1UB4y1D78p/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“残疾人为什么不能选择喜欢的工作？” 【戴戴萌生活日常：第十五期】,test
disabled107,0,https://www.bilibili.com/video/BV1EC4y1v7bd/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人真的很不容易,train
disabled108,0,https://www.bilibili.com/video/BV1UMYMeLE9k/?spm_id_from=333.788.recommend_more_video.0&vd_source=6374cb49b8a20f29e86ab9de12471afa,重度残疾的我泣血拍视频，为癌症复发的妈妈求助医药费，面对每月近二W的免疫靶向加化疗费，实在是走投无路了，跪求有爱心的b友们帮帮我,train
disabled109,0,https://www.bilibili.com/video/BV16i4y1r7Sc/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,《白象方便面》民族脊梁拒绝日资，雇佣残疾人员工和普通员工一样待遇,train
disabled110,0,https://www.bilibili.com/video/BV1JN4y1w7M9/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,他从来没有把我当残疾人对待,train
disabled111,1,https://www.bilibili.com/video/BV1nL411q7WS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,残疾人游泳被歧视 却靠他挽救一个生命,train
disabled112,1,https://www.bilibili.com/video/BV1Vo4y1G7QG/?spm_id_from=333.788.recommend_more_video.0&vd_source=6374cb49b8a20f29e86ab9de12471afa,流浪汉被赶出理发店，却被善意的帮助改变人生,test
disabled113,1,https://www.bilibili.com/video/BV1Q5411C7kE/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我们应当关爱呵护残疾人群 而不是嘲笑歧视他们,train
disabled114,1,https://www.bilibili.com/video/BV1am411S71r/?spm_id_from=333.788.recommend_more_video.0&vd_source=6374cb49b8a20f29e86ab9de12471afa,我们真的有资格嘲笑他吗,train
disabled115,1,https://www.bilibili.com/video/BV1mE411576u/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,坐轮椅的阿姨因小事遭当街辱骂，路人们纷纷站出来维护她！（社会实验）,train
disabled116,1,https://www.bilibili.com/video/BV1bd4y1E7XF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,引众怒！残疾男子乞讨被女子当街戏弄：讨来的钱被抢走撕碎,train
low_income01,1,https://www.bilibili.com/video/BV1TR4y1t7rn/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,"“你就去死吧”！西安地铁女子怒斥农民工蹭脏衣服,活该让人欺负",train
low_income02,1,https://www.bilibili.com/video/BV1wY4y167Ki/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“你摸摸自己的良心”看到小伙嫌弃送饭的环卫工母亲，路人怒吼,test
low_income03,1,https://www.bilibili.com/video/BV1wi421f7Dn/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,xxn锐评世界，侮辱环卫工，还幻想自己是中美混血,train
low_income04,1,https://www.bilibili.com/video/BV1LV4y1K7Um/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,北大教授奇葩言论：农民跟粮食没啥关系，他们睡觉的时候，粮食也在长啊,train
low_income05,1,https://www.bilibili.com/video/BV1jS411A7fx/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不同时期拖欠农民工工资区别,train
low_income06,0,https://www.bilibili.com/video/BV12y411e7ye/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农民四次救中国！如今正在第五次！却被高校学生写歌词嘲讽diss！,train
low_income07,0,https://www.bilibili.com/video/BV1Sy421B72u/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,千万别瞧不起农民！他们曾3次拯救中国！,train
low_income08,0,https://www.bilibili.com/video/BV19v4y117mD/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,工人阶级农民阶级才是伟大的，任何不以工农群众为主，贬低工人，歧视农民的国家民族终究走向灭亡,train
low_income09,0,https://www.bilibili.com/video/BV16C411t7gD/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,温铁军：某些专家只许农民干农业，怎么不让你爹干呢，你有病啊,train
low_income10,0,https://www.bilibili.com/video/BV1Hw411p7TD/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,所以我们不能忘了农民！,train
low_income11,0,https://www.bilibili.com/video/BV1RS421X71A/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“说透农村现状的那一刻，艺术已成！”,train
low_income12,0,https://www.bilibili.com/video/BV19b4y1H7pw/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我是农民，怎么才能赚够1.06亿？,train
low_income13,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income14,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income15,0,https://www.bilibili.com/video/BV1wb4y1H7XF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,再过几年，农民工就要消失了,test
low_income16,0,https://www.bilibili.com/video/BV1nu41177xJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,偿还历史欠债，善待第一代农民工,test
low_income17,0,https://www.bilibili.com/video/BV1zg4y1M7cu/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国3亿农民工困境：吃8元的饭，盖千万的楼，却没有一间属于自己,train
low_income18,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income19,0,https://www.bilibili.com/video/BV1co4y127RC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农村人不但被城里人瞧不起，就连农村里的成功者，也看不起农村人,train
low_income20,0,https://www.bilibili.com/video/BV1nP411W7AQ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农村上墙新标语”宅基地变成集体资产”，妥妥“寒了”6亿农民的心,train
low_income21,0,https://www.bilibili.com/video/BV1JY4y147zj/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,当农民怎么就难呢？,test
low_income22,0,https://www.bilibili.com/video/BV1is411p7xV/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国贫富差距究竟有多大，农民工大妈说的太有道理了,train
low_income23,0,https://www.bilibili.com/video/BV1KpeueUEQC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农民为什么会怕村委会，不敢维权,test
low_income24,0,https://www.bilibili.com/video/BV1gv4y1T74c/?spm_id_from=333.788.recommend_more_video.0&vd_source=6374cb49b8a20f29e86ab9de12471afa,老百姓都开始存钱，不消费了。专家：恶意存钱，鼓励居民加杠杆，猛消费。,train
low_income25,0,https://www.bilibili.com/video/BV1qL411t7Qy/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,工人讨要工资竟然被当成了恐怖分子。,train
low_income26,0,https://www.bilibili.com/video/BV1ay421v7u8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“要是有人看不起工人呢？”几十年前的台词也太讽刺了吧！,train
low_income27,0,https://www.bilibili.com/video/BV18e411T7A8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我对这个不尊重劳动人民的时代很失望,train
low_income28,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income29,0,https://www.bilibili.com/video/BV18e411T7A8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,郑强：别瞧不起农民工，尊重农民工，这个社会就真正进步了！,train
low_income30,0,https://www.bilibili.com/video/BV1Ve411G78P/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,凭什么叫工人从头再来？,train
low_income31,0,https://www.bilibili.com/video/BV1gy4y197KP/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,工人阶级：我们不是牛马，我们是人，兄弟们快觉醒！,test
low_income32,0,###Privacy Limitation###,###Privacy Limitation###,test
low_income33,0,https://www.bilibili.com/video/BV1qu411q7wY/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,男子连续8年给环卫工人提供免费早餐：这是我心中永远不变的信念,train
